1028388150988075799	 7339837929338276279,1
103820442443646309	 1994088252832414416,1
1047398776642659879	 3405224200972463431,1
1070411038800943194	 7918158131937329757,1
107133595893659641	 3644953903007446746,1
1071994099046105696	 9211619765530095228,1
108010342194773632	 8814889204095379517,1
1093355274912900204	 5211925274565981644,1
111570864948533353	  451437395103101376,1
1122049173785779278	 5413277812197268483,1
1149660578353166079	 7153128115901812177,1
1153503165078946049	 3333924310130947594,1
1174745565571396338	 4124456133133830566,1
1186060743522241268	 3612568658661435259,1
1192728868083533026	  929354916308917308,1
1193660786102031363	 4516446292036859857,1
1197305865901134454	 1616577612845563092,1
1202116954600258929	 4242333632286680323,1
1208594262610972047	  393213934128031271,1
1215293475255770272	 3887210235476184127,1
1240090333243575069	 7149507070437408939,1
1242198157068380527	 2007119591319346103,1
124994324556499908	 1001178220155655608,1
1255143149836840409	  414687567156944751,1
1263095560199765947	 6485548304982969907,1
1265448557919885356	 6922188165362875475,1
126640263579516262	 7837752369644780046,1
1266510996372620978	 3595832138978826314,1
1302507704672314376	 4180088634457496382,1
131649175466439869	 7255994381749878055,1
1328086190131288115	  374938400740227973,1
133111685248614887	 2587802789677757161,1
1333819849695311058	   63842902969439937,1
133910145603846280	 2810168618926227132,1
134195498989754451	 4118446401147185372,1
1348339789333088579	 8310089766463919584,1
1355913560532561705	 2330001746555362848,1
1359353912115412919	 1237291762648794515,1
136606014789991307	 7966937875155847526,1
1366304350215700107	 1761242139937286889,1
1372991043704923194	  688563016480372801,1
1374093497474741168	 1425761266343333985,1
1375276202593902933	 2994116114020394475,1
1379544269667508214	 7652253277652312770,1
1383142425950149144	 6997102219390982409,1
1393750874555401693	 6882938457014636805,1
1401150468062387493	 6925652225155070628,1
1404117980826191457	 3220905462627306569,1
1413128471074615639	 7022060673624717890,1
1415415007617822694	 8849130943154549690,1
1417184787858415198	  577986764219182552,1
141845591662137262	 6430528738044458585,1
1421410463798673169	 2066925773093234743,1
1433813546998821878	  852856819982836748,1
1435655427102826139	 3800082825377773828,1
1444054760602535000	 8036722967171883719,1
1450000682493525657	 3733085695521147719,1
1452593764722200135	 5064693168939358601,1
1468393669331378253	 8823551980930480854,1
1491875504704168886	 6994687811649032450,1
1492788142560854469	 3322426691222688272,1
1498068929854627980	 8812661082896333822,1
149876530821965136	 5099391127636451543,1
1501396816169212986	  978219054517847868,1
1501985549180224579	 7353998078825718608,1
1514982093984575252	 8019409360687253436,1
1530419275893557879	  583355791109038590,1
1534764829719886093	 6600325674187754214,1
1545698188184911799	 5725706258194344153,1
155949108922684570	 2443916999767252393,1
1571160777791721847	 3317848575409387230,1
1580408238530793217	 1361754163384478903,1
1580433930733812719	 7901677074698971043,1
1580983613244365941	 7888790145633256762,1
1595893544165519147	 2114597491959988258,1
1598207402088177490	 3986687502145413665,1
1599034609282265934	  936083754280461746,1
160012177519781100	 2980566961751033583,1
1607186164089814201	 6230301146141854555,1
1612069026993797330	 7871009040482704683,1
1617439342926187990	 1519597723301840588,1
1639190315003399233	 1082397880955147109,1
163973399091514300	 1440332633213480447,1
1676508796658508606	  950480845898121794,1
1712250325492234680	 1335746941848797223,1
1713109588219741923	 8005138497984300150,1
1716028216019777062	 2335371898039628700,1
1744766221895204238	 8085700904813144679,1
1745340716063921209	 8562712089224380106,1
175716429769553217	 4348534764590075543,1
1768220037474968385	 7150613357130266806,1
1771216919600731480	 2957827339545633924,1
1782519824569615208	 5520928856748988158,1
1788206582051501667	  768964284930896739,1
