 5819738046969360236	 8543712609249616008
 5641488842597394021	 6959271876171178687
  133111685248614887	 2587802789677757161
 4030588876030183994	 1695733735867930358
 3847787529947607915	 5746941176986417128
  355757175911970136	 2326978165896326245
 5568204721413100992	  652625129662312810
   86307410805666221	 4964506708643096195
 1153503165078946049	 3333924310130947594
 5814836522061973991	 7746307333351619495
 4767328633515705809	 8058396775942367385
   35083218812148852	 7271882324787024829
 4515063973523867184	 7585964448402667678
 4149256914139771941	 6381637926897009164
 8869594070707754612	 4285884235708067258
  761819854400918520	 8663450521844163433
 1421410463798673169	 2066925773093234743
 8662269487156807973	 1397776937630650528
 4631833719995693524	 8153780879145549980
 5571030912443728810	 5346372232636772544
 4342419913286365663	 1524842557014018007
 3552253798226019036	 3419430336994815428
  644663622607621991	 4730176626077526876
  246962279209523701	 3422884864312370811
 4877562357949708564	  811416182527612416
 6966353598705104514	 2099144658758939046
 8861076737663292639	  922541005076524037
 4439850377738620673	 5317912861609897403
 7497850875492759239	 7914681964892305194
 2990922227393840556	  394321095571895821
 3426540836520350900	 4684080832147653327
 7230221310098507771	 1712142079267265838
 5162250756632789346	 6968099497373359395
 1617439342926187990	 1519597723301840588
 5227211986762307462	 6044583063914961065
 9001535142314854987	 7426678490420182281
  693906242283478575	 5176537092616860367
 1612069026993797330	 7871009040482704683
 7344752440240434883	  366123169228746742
 3257198930103241982	 1405313038918375053
 6165688285370351309	 8160042331630517986
 3837440317778882256	 3560279026144261528
 4065225690584961229	 4357263233001352206
  698994056787499917	 4771901348515670991
 7832716895858600542	 3015917747608193637
 5773636953932369268	 2472730510105881523
 4520499723149842184	 7272823059614139731
  454902686523096593	 6830071592992349149
 2310326613563374426	 7385969700231501230
 1782519824569615208	 5520928856748988158
 4717456753064550137	 1989533279441222390
  461423128712760415	  963206830721853964
 6923698392136696734	 2841619001979413618
 5598896687347677098	  148258857507925844
 1571160777791721847	 3317848575409387230
 8115794456232913666	 8699484442181528438
 3015550488453105379	 3162085662638559664
 5372721242337876516	 4922450023068775605
 2610687342356927789	 8476142672907191015
  660741660264551497	 2256789313270232988
 6748279884244063280	 5680558029882457110
 4737470990576185102	 8838097486599269720
 2622616810917752139	 8652023328454712578
 4249278684043635513	 8149875438781250639
 4163294557129996581	 8555039951007506702
 4812731089166648630	 8262665480646537096
 2292625286282693946	 3413165237207792001
 8599300092178760424	 2544275289643742030
 8555738059480279036	 2725729187534267823
